0,0,0
1,1,0
2,2,0
3,3,0
4,4,0
5,5,0
6,6,0
7,7,0
8,8,0
9,9,0
10,10,0
11,11,0
12,12,0
13,13,0
14,14,0
15,15,0
16,16,0
17,17,0
18,18,0
19,19,0
20,20,0
21,21,0
22,22,0
23,23,0
24,24,0
25,25,0
26,26,0
27,27,0
28,28,0
29,29,0
30,30,0
31,31,0
32,32,0
33,33,0
34,34,0
35,35,0
36,36,0
37,37,0
38,38,0
39,39,0
40,40,0
41,41,0
42,42,0
43,43,0
44,44,0
45,45,0
46,46,0
47,47,0
48,48,0
49,49,0
50,50,0
51,51,0
52,52,0
53,53,0
54,54,0
55,55,0
56,56,0
57,57,0
58,58,0
59,59,0
60,60,0
61,61,0
62,62,0
63,63,0
64,64,0
65,65,0
66,66,0
67,67,0
68,68,0
69,69,0
70,70,0
71,71,0
72,72,0
73,73,0
74,74,0
75,75,0
76,76,0
77,77,0
78,78,0
79,79,0
80,80,0
81,81,0
82,82,0
83,83,0
84,84,0
85,85,0
86,86,0
87,87,0
88,88,0
89,89,0
90,90,0
91,91,0
92,92,0
93,93,0
94,94,0
95,95,0
96,96,0
97,97,0
98,98,0
99,99,0
100,0,1
101,1,1
102,2,1
103,3,1
104,4,1
105,5,1
106,6,1
107,7,1
108,8,1
109,9,1
110,10,1
111,11,1
112,12,1
113,13,1
114,14,1
115,15,1
116,16,1
117,17,1
118,18,1
119,19,1
120,20,1
121,21,1
122,22,1
123,23,1
124,24,1
125,25,1
126,26,1
127,27,1
128,28,1
129,29,1
130,30,1
131,31,1
132,32,1
133,33,1
134,34,1
135,35,1
136,36,1
137,37,1
138,38,1
139,39,1
140,40,1
141,41,1
142,42,1
143,43,1
144,44,1
145,45,1
146,46,1
147,47,1
148,48,1
149,49,1
150,50,1
151,51,1
152,52,1
153,53,1
154,54,1
155,55,1
156,56,1
157,57,1
158,58,1
159,59,1
160,60,1
161,61,1
162,62,1
163,63,1
164,64,1
165,65,1
166,66,1
167,67,1
168,68,1
169,69,1
170,70,1
171,71,1
172,72,1
173,73,1
174,74,1
175,75,1
176,76,1
177,77,1
178,78,1
179,79,1
180,80,1
181,81,1
182,82,1
183,83,1
184,84,1
185,85,1
186,86,1
187,87,1
188,88,1
189,89,1
190,90,1
191,91,1
192,92,1
193,93,1
194,94,1
195,95,1
196,96,1
197,97,1
198,98,1
199,99,1
200,0,2
201,1,2
202,2,2
203,3,2
204,4,2
205,5,2
206,6,2
207,7,2
208,8,2
209,9,2
210,10,2
211,11,2
212,12,2
213,13,2
214,14,2
215,15,2
216,16,2
217,17,2
218,18,2
219,19,2
220,20,2
221,21,2
222,22,2
223,23,2
224,24,2
225,25,2
226,26,2
227,27,2
228,28,2
229,29,2
230,30,2
231,31,2
232,32,2
233,33,2
234,34,2
235,35,2
236,36,2
237,37,2
238,38,2
239,39,2
240,40,2
241,41,2
242,42,2
243,43,2
244,44,2
245,45,2
246,46,2
247,47,2
248,48,2
249,49,2
250,50,2
251,51,2
252,52,2
253,53,2
254,54,2
255,55,2
256,56,2
257,57,2
258,58,2
259,59,2
260,60,2
261,61,2
262,62,2
263,63,2
264,64,2
265,65,2
266,66,2
267,67,2
268,68,2
269,69,2
270,70,2
271,71,2
272,72,2
273,73,2
274,74,2
275,75,2
276,76,2
277,77,2
278,78,2
279,79,2
280,80,2
281,81,2
282,82,2
283,83,2
284,84,2
285,85,2
286,86,2
287,87,2
288,88,2
289,89,2
290,90,2
291,91,2
292,92,2
293,93,2
294,94,2
295,95,2
296,96,2
297,97,2
298,98,2
299,99,2
300,0,3
301,1,3
302,2,3
303,3,3
304,4,3
305,5,3
306,6,3
307,7,3
308,8,3
309,9,3
310,10,3
311,11,3
312,12,3
313,13,3
314,14,3
315,15,3
316,16,3
317,17,3
318,18,3
319,19,3
320,20,3
321,21,3
322,22,3
323,23,3
324,24,3
325,25,3
326,26,3
327,27,3
328,28,3
329,29,3
330,30,3
331,31,3
332,32,3
333,33,3
334,34,3
335,35,3
336,36,3
337,37,3
338,38,3
339,39,3
340,40,3
341,41,3
342,42,3
343,43,3
344,44,3
345,45,3
346,46,3
347,47,3
348,48,3
349,49,3
350,50,3
351,51,3
352,52,3
353,53,3
354,54,3
355,55,3
356,56,3
357,57,3
358,58,3
359,59,3
360,60,3
361,61,3
362,62,3
363,63,3
364,64,3
365,65,3
366,66,3
367,67,3
368,68,3
369,69,3
370,70,3
371,71,3
372,72,3
373,73,3
374,74,3
375,75,3
376,76,3
377,77,3
378,78,3
379,79,3
380,80,3
381,81,3
382,82,3
383,83,3
384,84,3
385,85,3
386,86,3
387,87,3
388,88,3
389,89,3
390,90,3
391,91,3
392,92,3
393,93,3
394,94,3
395,95,3
396,96,3
397,97,3
398,98,3
399,99,3
400,0,4
401,1,4
402,2,4
403,3,4
404,4,4
405,5,4
406,6,4
407,7,4
408,8,4
409,9,4
410,10,4
411,11,4
412,12,4
413,13,4
414,14,4
415,15,4
416,16,4
417,17,4
418,18,4
419,19,4
420,20,4
421,21,4
422,22,4
423,23,4
424,24,4
425,25,4
426,26,4
427,27,4
428,28,4
429,29,4
430,30,4
431,31,4
432,32,4
433,33,4
434,34,4
435,35,4
436,36,4
437,37,4
438,38,4
439,39,4
440,40,4
441,41,4
442,42,4
443,43,4
444,44,4
445,45,4
446,46,4
447,47,4
448,48,4
449,49,4
450,50,4
451,51,4
452,52,4
453,53,4
454,54,4
455,55,4
456,56,4
457,57,4
458,58,4
459,59,4
460,60,4
461,61,4
462,62,4
463,63,4
464,64,4
465,65,4
466,66,4
467,67,4
468,68,4
469,69,4
470,70,4
471,71,4
472,72,4
473,73,4
474,74,4
475,75,4
476,76,4
477,77,4
478,78,4
479,79,4
480,80,4
481,81,4
482,82,4
483,83,4
484,84,4
485,85,4
486,86,4
487,87,4
488,88,4
489,89,4
490,90,4
491,91,4
492,92,4
493,93,4
494,94,4
495,95,4
496,96,4
497,97,4
498,98,4
499,99,4
500,0,5
501,1,5
502,2,5
503,3,5
504,4,5
505,5,5
506,6,5
507,7,5
508,8,5
509,9,5
510,10,5
511,11,5
512,12,5
513,13,5
514,14,5
515,15,5
516,16,5
517,17,5
518,18,5
519,19,5
520,20,5
521,21,5
522,22,5
523,23,5
524,24,5
525,25,5
526,26,5
527,27,5
528,28,5
529,29,5
530,30,5
531,31,5
532,32,5
533,33,5
534,34,5
535,35,5
536,36,5
537,37,5
538,38,5
539,39,5
540,40,5
541,41,5
542,42,5
543,43,5
544,44,5
545,45,5
546,46,5
547,47,5
548,48,5
549,49,5
550,50,5
551,51,5
552,52,5
553,53,5
554,54,5
555,55,5
556,56,5
557,57,5
558,58,5
559,59,5
560,60,5
561,61,5
562,62,5
563,63,5
564,64,5
565,65,5
566,66,5
567,67,5
568,68,5
569,69,5
570,70,5
571,71,5
572,72,5
573,73,5
574,74,5
575,75,5
576,76,5
577,77,5
578,78,5
579,79,5
580,80,5
581,81,5
582,82,5
583,83,5
584,84,5
585,85,5
586,86,5
587,87,5
588,88,5
589,89,5
590,90,5
591,91,5
592,92,5
593,93,5
594,94,5
595,95,5
596,96,5
597,97,5
598,98,5
599,99,5
600,0,6
601,1,6
602,2,6
603,3,6
604,4,6
605,5,6
606,6,6
607,7,6
608,8,6
609,9,6
610,10,6
611,11,6
612,12,6
613,13,6
614,14,6
615,15,6
616,16,6
617,17,6
618,18,6
619,19,6
620,20,6
621,21,6
622,22,6
623,23,6
624,24,6
625,25,6
626,26,6
627,27,6
628,28,6
629,29,6
630,30,6
631,31,6
632,32,6
633,33,6
634,34,6
635,35,6
636,36,6
637,37,6
638,38,6
639,39,6
640,40,6
