1,455,2535
2,544,2514
3,325,2516
5,307,2846
6,250,2656
7,306,2844
8,149,2780
9,343,2729
10,303,2840
11,342,2640
12,405,2572
13,525,2492
14,455,2511
15,616,2600
16,655,2686
17,498,2864
18,684,2961
19,505,2976
20,505,2986
22,745,2935
23,1153,2971
24,1073,3017
25,1190,2951
26,1289,2847
27,1379,2721
28,1313,2947
29,1491,2779
30,1332,2791
31,1501,2700
32,1441,2742
33,1450,2551
34,1545,2620
35,1355,2548
36,1480,2656
37,1284,2587
38,1461,2534
39,1285,2433
40,1434,2382
41,1430,2362
43,1417,2193
44,1451,2089
45,1307,2216
46,1293,2427
47,1364,2302
48,895,2158
49,1205,2309
50,1144,2203
51,806,2287
52,976,2092
53,853,1966
54,848,2183
55,725,2194
56,820,2391
57,677,2516
58,801,2615
59,663,2597
60,681,2553
61,522,2518
62,834,2420
64,512,2171
65,309,2255
66,407,2144
67,393,2079
68,290,2024
69,481,1968
71,339,2120
72,455,2189
81,712,2038
84,529,1795
88,443,1521
89,495,1594
90,524,1483
91,574,1628
92,565,1635
93,638,1483
94,643,1643
95,794,1711
96,862,1722
97,866,1689
98,901,1562
99,992,1470
101,505,2446
108,379,2546
109,438,2508
110,228,2671
111,507,2856
112,383,2519
113,486,2606
114,456,2417
115,452,2335
116,449,2355
117,685,2301
118,600,2388
119,720,2496
120,679,2672
121,895,2728
122,868,2563
123,1022,2609
124,1022,2556
125,1238,2627
127,1326,2674
128,1334,2716
129,1429,2534
130,1320,2518
131,1450,2432
132,1292,2429
133,1425,2370
134,1465,2213
135,1301,2157
137,1324,1895
138,1306,1889
139,1346,1815
140,1313,1921
141,1369,1832
142,1299,1778
143,1212,1716
144,1247,1546
145,1190,1459
146,1187,1608
147,1285,1760
148,1331,1878
149,1283,1962
150,1400,2245
151,1239,2336
152,1255,2421
153,1106,2418
154,1087,2234
155,1004,2344
156,1049,2159
157,1009,2382
158,982,2435
159,854,2528
160,963,2711
161,1025,2754
162,975,2965
163,862,2824
164,606,2853
165,687,2708
166,534,2701
167,455,2750
168,482,2909
169,394,2892
170,251,2940
171,203,2903
172,352,2818
173,223,2673
175,347,2454
176,337,2446
178,247,2345
179,319,2259
180,507,2154
181,416,2237
182,372,2093
183,409,1998
184,547,2100
185,487,1873
186,574,1724
187,750,1690
188,715,1751
189,770,1875
190,883,1809
191,851,1946
192,1093,2133
193,898,2209
194,1065,2149
195,892,2126
197,1092,1937
198,1132,2204
201,399,1905
202,407,1899
203,372,1762
204,405,1919
205,392,1932
206,353,1745
207,336,1579
208,391,1652
209,461,1682
210,598,1619
211,714,1359
212,754,1438
213,883,1428
214,869,1403
215,985,1269
217,1147,1239
219,1003,1397
220,995,1402
222,1008,1074
223,1206,1241
225,1144,1062
226,1211,1267
227,1081,961
228,1143,1124
229,1157,1111
230,1202,1247
231,1135,1204
232,1193,1459
233,1128,1524
234,957,1437
235,895,1274
236,872,1386
237,795,1166
238,662,1206
239,708,1057
240,565,1016
241,530,978
242,645,934
243,746,757
244,835,555
245,889,768
246,1025,575
247,985,802
248,1104,855
249,945,892
250,898,979
251,1039,1159
252,1013,949
253,836,1086
254,955,960
255,827,996
256,918,1226
257,908,1356
258,735,1464
259,754,1569
260,983,1517
261,996,1635
262,1001,1777
263,1205,1735
264,1215,1869
265,1206,1919
266,1254,2055
267,1152,2223
268,1329,2233
269,1280,2402
270,1170,2535
272,1103,2655
273,898,2588
274,1040,2759
275,933,2922
277,1052,2775
278,1083,2977
279,895,2661
280,1250,2754
281,1118,2568
282,1346,2675
283,1151,2459
284,1348,2554
285,1269,2412
286,1176,2545
287,1066,2422
289,1290,2435
290,1144,2457
291,1276,2562
292,1107,2592
293,1189,2330
294,939,2536
295,1056,2425
296,906,2530
297,828,2410
298,831,2469
299,783,2479
303,747,2110
304,750,2039
305,820,1832
307,717,2035
309,713,2029
311,446,1900
315,481,1958
316,321,1902
317,436,1941
318,232,1942
319,250,2018
320,381,1910
321,173,1916
322,308,1825
323,211,1782
324,301,1651
325,297,1551
326,358,1641
327,508,1528
328,319,1459
329,441,1515
330,340,1311
331,549,1350
332,483,1144
333,631,1197
334,509,1156
335,592,1052
336,817,1208
338,687,1255
339,555,1357
340,350,1585
341,623,1472
343,715,1608
344,680,1609
345,761,1580
346,568,1468
349,774,1373
350,891,983
352,778,1073
353,694,1070
354,709,1099
356,502,979
357,499,871
358,543,875
359,524,1001
360,623,1024
361,825,1203
362,515,1257
363,517,1254
364,601,1439
365,774,1239
366,649,1099
367,639,1208
368,787,1265
369,781,1173
370,1026,1079
371,964,982
372,813,921
373,834,757
374,889,763
375,740,563
376,692,563
377,588,610
378,516,769
379,751,957
381,657,989
382,721,590
383,572,556
385,685,406
386,809,295
387,826,376
388,986,358
389,1012,517
390,875,522
391,1002,455
394,744,319
396,746,321
397,733,294
399,822,171
401,601,1503
406,433,1024
407,450,982
408,448,907
409,480,916
410,483,969
411,427,935
412,425,1101
413,467,1082
415,340,1377
416,334,1397
417,447,1502
418,519,1531
419,480,1532
420,454,1384
421,616,1373
422,709,1214
423,742,1398
424,853,1431
425,1052,1360
426,1139,1491
427,1067,1313
428,1243,1322
429,1047,1241
430,1179,1205
431,1007,1159
432,1064,1001
433,1003,1061
434,1117,878
437,1007,873
438,1183,858
439,1111,645
440,1106,641
441,1115,684
442,1082,659
443,1055,838
444,1035,827
445,1078,731
446,882,662
447,953,792
448,887,925
449,828,935
450,705,876
451,504,835
452,645,891
453,586,697
454,543,854
455,463,664
456,589,621
457,463,545
458,668,574
459,670,420
460,712,590
461,767,405
462,873,508
463,923,297
464,921,539
465,1017,413
466,1118,685
467,1010,466
471,878,592
476,875,608
480,644,556
482,605,355
484,732,307
485,860,163
487,1017,354
488,754,413
489,797,297
490,751,419
491,653,356
492,532,425
493,636,539
494,534,470
496,477,663
497,620,769
498,531,627
499,666,781
501,376,2468
502,251,2640
503,274,2607
504,300,2672
505,150,2666
506,123,2807
507,221,2681
510,240,2951
511,325,2948
512,187,2838
513,321,2690
514,319,2682
515,463,2568
516,348,2663
517,557,2629
518,303,2757
519,520,2641
520,376,2557
521,385,2419
522,443,2350
523,269,2308
524,465,2529
525,369,2243
526,359,2222
527,388,2281
528,394,2112
529,299,2329
530,472,2387
531,584,2390
532,686,2265
533,598,2086
534,732,1943
535,682,1848
536,494,1848
537,656,1960
538,511,2078
539,469,2005
