0,581,1458
1,497,1216
2,638,1167
3,634,1415
4,758,1178
5,647,1337
6,848,1468
7,820,1211
8,864,1473
9,965,1241
10,1045,1245
11,900,1464
12,963,1257
13,1120,1460
14,997,1302
15,1256,1248
16,1010,1167
17,1245,1095
18,983,1144
19,1224,1040
20,974,1143
21,1074,912
22,988,1140
23,860,928
24,882,1164
25,752,944
26,699,1198
27,658,974
28,524,923
29,578,1159
30,726,990
31,697,927
32,467,894
33,650,876
34,478,700
35,700,835
36,570,637
37,737,828
38,730,574
39,757,839
40,850,866
41,829,636
42,873,868
43,986,639
44,970,876
45,1084,653
46,1071,900
47,1163,660
48,1183,911
49,1177,653
